2022-11-11 14:39:41,264 | INFO     | 0226 | Setting strategy: saludo
2022-11-11 14:39:41,264 | INFO     | 0226 | Setting strategy: nombre
2022-11-11 14:39:41,264 | INFO     | 0226 | Setting strategy: malestar
2022-11-11 14:39:41,264 | INFO     | 0226 | Setting strategy: origen
2022-11-11 14:39:41,264 | INFO     | 0226 | Setting strategy: pensamiento
2022-11-11 14:39:41,264 | INFO     | 0226 | Setting strategy: emociones
2022-11-11 14:39:41,265 | INFO     | 0226 | Setting strategy: acuerdo
2022-11-11 14:39:41,265 | INFO     | 0263 | Loading IS : conversations/ansiedad/is.json
2022-11-11 14:39:41,265 | INFO     | 0486 | STARTS loop_sloots
2022-11-11 14:39:41,276 | INFO     | 0404 | START input
2022-11-11 14:39:41,276 | INFO     | 0446 | Waiting from keyboard
2022-11-11 14:39:49,133 | INFO     | 0460 | USR: wefrwerw
2022-11-11 14:39:49,133 | INFO     | 0477 | Saving result in: origen
2022-11-11 14:39:49,133 | INFO     | 0482 | ENDS input
2022-11-11 14:39:49,138 | INFO     | 0404 | START input
2022-11-11 14:39:49,140 | INFO     | 0446 | Waiting from keyboard
2022-11-11 14:39:55,387 | INFO     | 0460 | USR: dqwdq
2022-11-11 14:39:55,388 | INFO     | 0477 | Saving result in: pensamiento
2022-11-11 14:39:55,388 | INFO     | 0482 | ENDS input
2022-11-11 14:39:55,391 | INFO     | 0404 | START input
2022-11-11 14:39:55,392 | INFO     | 0446 | Waiting from keyboard
2022-11-11 14:40:00,699 | INFO     | 0460 | USR: cqweqwee
2022-11-11 14:40:00,699 | INFO     | 0477 | Saving result in: emociones
2022-11-11 14:40:00,699 | INFO     | 0482 | ENDS input
2022-11-11 14:40:00,711 | INFO     | 0404 | START input
2022-11-11 14:40:00,712 | INFO     | 0446 | Waiting from keyboard
2022-11-11 14:40:10,484 | INFO     | 0460 | USR: si
2022-11-11 14:40:10,484 | INFO     | 0477 | Saving result in: acuerdo
2022-11-11 14:40:10,484 | INFO     | 0482 | ENDS input
2022-11-11 14:40:10,484 | INFO     | 0489 | ENDS loop_sloots
2022-11-11 14:40:10,492 | INFO     | 0404 | START input
2022-11-11 14:40:10,493 | INFO     | 0446 | Waiting from keyboard
