2022-11-10 20:17:46,717 | INFO     | 0404 | START input
2022-11-10 20:17:46,721 | INFO     | 0446 | Waiting from keyboard
2022-11-10 20:17:49,706 | INFO     | 0460 | USR: nicolas
2022-11-10 20:17:49,706 | INFO     | 0477 | Saving result in: nombre
2022-11-10 20:17:49,706 | INFO     | 0482 | ENDS input
2022-11-10 20:17:49,712 | INFO     | 0404 | START input
2022-11-10 20:17:49,713 | INFO     | 0446 | Waiting from keyboard
2022-11-10 20:17:52,234 | INFO     | 0460 | USR: 5
2022-11-10 20:17:52,234 | INFO     | 0477 | Saving result in: malestar
2022-11-10 20:17:52,234 | INFO     | 0482 | ENDS input
2022-11-10 20:17:52,236 | INFO     | 0404 | START input
2022-11-10 20:17:52,236 | INFO     | 0446 | Waiting from keyboard
2022-11-10 20:17:58,350 | INFO     | 0460 | USR: tengo ansiedad
2022-11-10 20:17:58,350 | INFO     | 0477 | Saving result in: pensamientos
2022-11-10 20:17:58,350 | INFO     | 0482 | ENDS input
2022-11-10 20:17:58,356 | INFO     | 0404 | START input
2022-11-10 20:17:58,357 | INFO     | 0446 | Waiting from keyboard
2022-11-10 20:18:00,565 | INFO     | 0460 | USR: si
2022-11-10 20:18:00,566 | INFO     | 0477 | Saving result in: acuerdo
2022-11-10 20:18:00,566 | INFO     | 0482 | ENDS input
