2022-11-10 20:15:07,364 | INFO     | 0404 | START input
2022-11-10 20:15:07,365 | INFO     | 0446 | Waiting from keyboard
2022-11-10 20:15:26,440 | INFO     | 0460 | USR: nicolas
2022-11-10 20:15:26,441 | INFO     | 0477 | Saving result in: nombre
2022-11-10 20:15:26,441 | INFO     | 0482 | ENDS input
2022-11-10 20:15:26,446 | INFO     | 0404 | START input
2022-11-10 20:15:26,447 | INFO     | 0446 | Waiting from keyboard
2022-11-10 20:15:32,687 | INFO     | 0460 | USR: 5
2022-11-10 20:15:32,687 | INFO     | 0477 | Saving result in: malestar
2022-11-10 20:15:32,687 | INFO     | 0482 | ENDS input
2022-11-10 20:15:32,690 | INFO     | 0404 | START input
2022-11-10 20:15:32,690 | INFO     | 0446 | Waiting from keyboard
2022-11-10 20:16:29,361 | INFO     | 0460 | USR: tengo ansiedad
2022-11-10 20:16:29,362 | INFO     | 0477 | Saving result in: pensamientos
2022-11-10 20:16:29,362 | INFO     | 0482 | ENDS input
