2022-11-10 20:17:11,699 | INFO     | 0404 | START input
2022-11-10 20:17:11,700 | INFO     | 0446 | Waiting from keyboard
2022-11-10 20:17:21,175 | INFO     | 0460 | USR: nicolas
2022-11-10 20:17:21,176 | INFO     | 0477 | Saving result in: nombre
2022-11-10 20:17:21,176 | INFO     | 0482 | ENDS input
2022-11-10 20:17:21,178 | INFO     | 0404 | START input
2022-11-10 20:17:21,179 | INFO     | 0446 | Waiting from keyboard
2022-11-10 20:17:23,410 | INFO     | 0460 | USR: 5
2022-11-10 20:17:23,410 | INFO     | 0477 | Saving result in: malestar
2022-11-10 20:17:23,411 | INFO     | 0482 | ENDS input
2022-11-10 20:17:23,419 | INFO     | 0404 | START input
2022-11-10 20:17:23,420 | INFO     | 0446 | Waiting from keyboard
2022-11-10 20:17:29,797 | INFO     | 0460 | USR: tengo ansiedad
2022-11-10 20:17:29,797 | INFO     | 0477 | Saving result in: pensamientos
2022-11-10 20:17:29,797 | INFO     | 0482 | ENDS input
